,Parcel ID,Address,sale_date,sale_price,yr_built,square_feet,full_address,unique_ID,price_sf,sale_year,year,month,year-month,url,lat,long
4450,73009011,122 WINDALIER RDG,6/28/18,439000,1991,2937,122%20Windalier%20Rdg%20Fayette%20County%20GA,073009011-6/28/2018-439000.0,149.4722506,2018,2018,6,2018-6,https://www.google.com/maps/search/122%20Windalier%20Rdg%20Fayette%20County%20GA,33.4215641,-84.5836472
4451,53804001,225 PINE TRAIL RD,6/8/18,178500,1978,2005,225%20Pine%20Trail%20Rd%20Fayette%20County%20GA,053804001-6/8/2018-178500.0,89.02743142,2018,2018,6,2018-6,https://www.google.com/maps/search/225%20Pine%20Trail%20Rd%20Fayette%20County%20GA,33.479385,-84.4286318
4452,73420041,513 N FAIRFIELD DR,6/18/18,163000,1993,1431,513%20N%20Fairfield%20Dr%20Fayette%20County%20GA,073420041-6/18/2018-163000.0,113.9063592,2018,2018,6,2018-6,https://www.google.com/maps/search/513%20N%20Fairfield%20Dr%20Fayette%20County%20GA,33.4110995,-84.5991117
4453,61119027,23 PRESTWICK CT,6/11/18,240000,1991,1752,23%20Prestwick%20Ct%20Fayette%20County%20GA,061119027-6/11/2018-240000.0,136.9863014,2018,2018,6,2018-6,https://www.google.com/maps/search/23%20Prestwick%20Ct%20Fayette%20County%20GA,33.3753635,-84.5550392
4454,45002002,120 TURNBERRY CIR,6/29/18,520000,1991,3293,120%20Turnberry%20Cir%20Fayette%20County%20GA,045002002-6/29/2018-520000.0,157.9107197,2018,2018,6,2018-6,https://www.google.com/maps/search/120%20Turnberry%20Cir%20Fayette%20County%20GA,33.3855286,-84.4872899
4455,54904027,245 BENTLEY WAY,6/20/18,210000,1984,1512,245%20Bentley%20Way%20Fayette%20County%20GA,054904027-6/20/2018-210000.0,138.8888889,2018,2018,6,2018-6,https://www.google.com/maps/search/245%20Bentley%20Way%20Fayette%20County%20GA,33.5051902,-84.4783135
4456,0531  075,180 ALLENWOOD RD,6/4/18,201000,1991,1729,180%20Allenwood%20Rd%20Fayette%20County%20GA,0531  075-6/4/2018-201000.0,116.2521689,2018,2018,6,2018-6,https://www.google.com/maps/search/180%20Allenwood%20Rd%20Fayette%20County%20GA,33.4642416,-84.434347
4457,60710013,125 ROCKSPRAY RDG,6/21/18,342000,1986,2091,125%20Rockspray%20Rdg%20Fayette%20County%20GA,060710013-6/21/2018-342000.0,163.5581062,2018,2018,6,2018-6,https://www.google.com/maps/search/125%20Rockspray%20Rdg%20Fayette%20County%20GA,33.375447,-84.5469741
4458,60909015,502 KEMBLE LN,6/8/18,257550,1988,1497,502%20Kemble%20Ln%20Fayette%20County%20GA,060909015-6/8/2018-257550.0,172.0440882,2018,2018,6,2018-6,https://www.google.com/maps/search/502%20Kemble%20Ln%20Fayette%20County%20GA,33.35125,-84.5411954
4459,73310022,112 CROWN CT,6/15/18,412500,2005,2647,112%20Crown%20Ct%20Fayette%20County%20GA,073310022-6/15/2018-412500.0,155.8367964,2018,2018,6,2018-6,https://www.google.com/maps/search/112%20Crown%20Ct%20Fayette%20County%20GA,33.3940042,-84.6013355
4460,52410047,235 ARBOR WAY,6/26/18,135000,1991,1222,235%20Arbor%20Way%20Fayette%20County%20GA,052410047-6/26/2018-135000.0,110.4746318,2018,2018,6,2018-6,https://www.google.com/maps/search/235%20Arbor%20Way%20Fayette%20County%20GA,33.4483182,-84.4424969
4461,60705041,617 WHEATLEIGH CURV,6/28/18,300000,1985,1931,617%20Wheatleigh%20Curv%20Fayette%20County%20GA,060705041-6/28/2018-300000.0,155.3599171,2018,2018,6,2018-6,https://www.google.com/maps/search/617%20Wheatleigh%20Curv%20Fayette%20County%20GA,33.3843367,-84.5494306
4462,53903008,630 PONDEROSA CT,6/26/18,239900,1979,1950,630%20Ponderosa%20Ct%20Fayette%20County%20GA,053903008-6/26/2018-239900.0,123.025641,2018,2018,6,2018-6,https://www.google.com/maps/search/630%20Ponderosa%20Ct%20Fayette%20County%20GA,33.4700667,-84.4213288
4463,73117014,152 CLOISTER DR,6/29/18,370000,1985,2538,152%20Cloister%20Dr%20Fayette%20County%20GA,073117014-6/29/2018-370000.0,145.784082,2018,2018,6,2018-6,https://www.google.com/maps/search/152%20Cloister%20Dr%20Fayette%20County%20GA,33.4054923,-84.5897026
4464,70807002,224 LEES MILL RD,6/29/18,249900,1985,1912,224%20Lees%20Mill%20Rd%20Fayette%20County%20GA,070807002-6/29/2018-249900.0,130.7008368,2018,2018,6,2018-6,https://www.google.com/maps/search/224%20Lees%20Mill%20Rd%20Fayette%20County%20GA,33.5074141,-84.5067953
4465,51603032,120 BLUE RIDGE WAY,6/11/18,300000,1990,2534,120%20Blue%20Ridge%20Way%20Fayette%20County%20GA,051603032-6/11/2018-300000.0,118.3898974,2018,2018,6,2018-6,https://www.google.com/maps/search/120%20Blue%20Ridge%20Way%20Fayette%20County%20GA,33.4285979,-84.4726565
4466,53104031,650 JEFFERSON AVE,6/28/18,120000,1970,1225,650%20Jefferson%20Ave%20Fayette%20County%20GA,053104031-6/28/2018-120000.0,97.95918367,2018,2018,6,2018-6,https://www.google.com/maps/search/650%20Jefferson%20Ave%20Fayette%20County%20GA,33.4587607,-84.4412459
4467,70803012,199 OAKRIDGE TRL,6/29/18,143000,1977,1810,199%20Oakridge%20Trl%20Fayette%20County%20GA,070803012-6/29/2018-143000.0,79.00552486,2018,2018,6,2018-6,https://www.google.com/maps/search/199%20Oakridge%20Trl%20Fayette%20County%20GA,33.5119989,-84.5187167
4468,71716044,106 KETCH CT,6/27/18,245000,1979,2226,106%20Ketch%20Ct%20Fayette%20County%20GA,071716044-6/27/2018-245000.0,110.0628931,2018,2018,6,2018-6,https://www.google.com/maps/search/106%20Ketch%20Ct%20Fayette%20County%20GA,33.3901617,-84.5677283
4469,71702005,322 MORGANS TURN,6/11/18,199900,1975,1474,322%20Morgans%20Turn%20Fayette%20County%20GA,071702005-6/11/2018-199900.0,135.6173677,2018,2018,6,2018-6,https://www.google.com/maps/search/322%20Morgans%20Turn%20Fayette%20County%20GA,33.4058314,-84.5654363
4470,73508010,110 STONEACRE CURV,6/27/18,388500,1994,2943,110%20Stoneacre%20Curv%20Fayette%20County%20GA,073508010-6/27/2018-388500.0,132.0081549,2018,2018,6,2018-6,https://www.google.com/maps/search/110%20Stoneacre%20Curv%20Fayette%20County%20GA,33.429564,-84.5928528
4471,72513007,230 BEXLEY PARK WAY,6/15/18,355640,2018,3410,230%20Bexley%20Park%20Way%20Fayette%20County%20GA,072513007-6/15/2018-355640.0,104.2932551,2018,2018,6,2018-6,https://www.google.com/maps/search/230%20Bexley%20Park%20Way%20Fayette%20County%20GA,33.5146276,-84.5845474
4472,53902015,815 SAN REMO CT,6/19/18,193269,1979,2298,815%20San%20Remo%20Ct%20Fayette%20County%20GA,053902015-6/19/2018-193269.0,84.10313316,2018,2018,6,2018-6,https://www.google.com/maps/search/815%20San%20Remo%20Ct%20Fayette%20County%20GA,33.4729127,-84.4229905
4473,61702009,102 PLANTERRA WAY DWELLING,6/25/18,472500,1994,2836,102%20Planterra%20Way%20Dwelling%20Fayette%20County%20GA,061702009-6/25/2018-472500.0,166.6078984,2018,2018,6,2018-6,https://www.google.com/maps/search/102%20Planterra%20Way%20Dwelling%20Fayette%20County%20GA,33.3886185,-84.595471
4474,73461017,311 LANESBOROUGH WAY,6/18/18,487400,2017,2752,311%20Lanesborough%20Way%20Fayette%20County%20GA,073461017-6/18/2018-487400.0,177.1075581,2018,2018,6,2018-6,https://www.google.com/maps/search/311%20Lanesborough%20Way%20Fayette%20County%20GA,33.4157392,-84.60537
4475,52317043,365 STAYMAN PARK,6/22/18,278000,2002,1910,365%20Stayman%20Park%20Fayette%20County%20GA,052317043-6/22/2018-278000.0,145.5497382,2018,2018,6,2018-6,https://www.google.com/maps/search/365%20Stayman%20Park%20Fayette%20County%20GA,33.4367333,-84.4592496
4476,60118016,250 TARRAGON DR,6/11/18,738500,2001,2833,250%20Tarragon%20Dr%20Fayette%20County%20GA,060118016-6/11/2018-738500.0,260.6777268,2018,2018,6,2018-6,https://www.google.com/maps/search/250%20Tarragon%20Dr%20Fayette%20County%20GA,33.3844605,-84.5110357
4477,74506023,254 SPRUCE PINE CIR,6/5/18,389850,2017,1652,254%20Spruce%20Pine%20Cir%20Fayette%20County%20GA,074506023-6/5/2018-389850.0,235.9866828,2018,2018,6,2018-6,https://www.google.com/maps/search/254%20Spruce%20Pine%20Cir%20Fayette%20County%20GA,33.4269749,-84.6141836
